seq_ID	ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Coding_prob
PB.94.103	PB.94.103_ORF_1	2203	+	2	98	1174	1077	0.9164	0.174023437804359	0.999755244037413
PB.94.104	PB.94.104_ORF_1	2229	+	2	98	1204	1107	0.945	0.179745584030645	0.999846633330051
PB.94.105	PB.94.105_ORF_1	2197	+	2	98	1168	1071	0.9164	0.173119626432874	0.999736902212639
PB.94.106	PB.94.106_ORF_1	2188	+	2	98	1342	1245	0.9112	0.156472521728414	0.99995771139073
PB.94.107	PB.94.107_ORF_1	2183	+	3	159	800	642	1.1052	0.123488948971956	0.977980675251527
PB.94.108	PB.94.108_ORF_1	2158	+	2	98	775	678	0.7695	0.156888701901091	0.96242675278532
PB.94.110	PB.94.110_ORF_1	2057	+	2	98	1408	1311	0.8019	0.149821184381401	0.999969549918404
PB.94.111	PB.94.111_ORF_1	2065	+	2	98	1453	1356	0.8508	0.163663159307107	0.999985696156712
PB.94.114	PB.94.114_ORF_1	1998	+	2	98	643	546	1.0413	0.11070924737357	0.919224602738509
PB.94.115	PB.94.115_ORF_1	2006	+	2	98	1231	1134	0.8807	0.154084034536748	0.99983664960117
PB.94.116	PB.94.116_ORF_1	1956	+	2	98	991	894	0.9027	0.187413917615877	0.998194675805868
PB.94.121	PB.94.121_ORF_1	1903	+	2	98	1291	1194	0.9373	0.186445033687447	0.999943873784645
PB.94.125	PB.94.125_ORF_1	1862	+	2	98	1087	990	0.8884	0.168872383144746	0.999277869925438
PB.94.128	PB.94.128_ORF_1	1783	+	2	98	994	897	0.9138	0.179459731926399	0.998253254710396
PB.94.129	PB.94.129_ORF_1	1816	+	2	98	1249	1152	0.9571	0.176271882364462	0.999911219431641
PB.94.130	PB.94.130_ORF_1	1747	+	2	98	880	783	0.9233	0.216692039369133	0.995196042940095
PB.94.132	PB.94.132_ORF_1	1710	+	2	98	907	810	0.9233	0.206646469562081	0.996229012515034
PB.94.134	PB.94.134_ORF_1	1716	+	2	98	1378	1281	0.8019	0.138967259335537	0.999955349027801
PB.94.135	PB.94.135_ORF_1	1683	+	2	98	1129	1032	0.9285	0.164622080166052	0.999600431390152
PB.94.136	PB.94.136_ORF_1	1660	+	2	98	1150	1053	0.903	0.176605538547536	0.999679640636534
PB.94.138	PB.94.138_ORF_1	1641	+	2	98	1216	1119	0.945	0.180256126961589	0.999870554127287
PB.94.139	PB.94.139_ORF_1	1628	+	2	98	1171	1074	0.9087	0.173055062524195	0.999746666171673
PB.94.140	PB.94.140_ORF_1	1618	+	2	98	1108	1011	0.9626	0.173716299930493	0.999576308019595
PB.94.142	PB.94.142_ORF_1	1546	+	2	98	1111	1014	0.9505	0.173397412750945	0.999573701983185
PB.94.143	PB.94.143_ORF_1	1552	+	2	98	337	240	0.9428	-0.138884710110924	0.0561834329039057
PB.94.144	PB.94.144_ORF_1	1511	+	2	98	1015	918	0.8268	0.165865603805857	0.99800619446847
PB.94.145	PB.94.145_ORF_1	1417	+	2	98	1051	954	0.9313	0.179814247427225	0.999149217820079
PB.94.146	PB.94.146_ORF_1	1408	+	2	98	973	876	0.8578	0.195152178330436	0.997614730369214
PB.94.147	PB.94.147_ORF_1	1386	+	2	98	1195	1098	0.945	0.188154365574193	0.999846104803876
PB.94.149	PB.94.149_ORF_1	1354	+	2	98	1117	1020	0.9526	0.154410356229434	0.99956058219061
PB.94.150	PB.94.150_ORF_1	1331	+	2	98	1222	1125	0.8832	0.163054045493422	0.999836546870829
PB.94.151	PB.94.151_ORF_1	1282	+	2	98	1183	1086	0.8807	0.168441145489102	0.99975383325541
PB.94.152	PB.94.152_ORF_1	1254	+	2	98	1036	939	0.8884	0.182197920857774	0.99886070394417
PB.94.156	PB.94.156_ORF_1	1188	+	2	98	1186	1089	0.9164	0.165364425746441	0.999786650684906
PB.94.157	PB.94.157_ORF_1	1146	+	2	98	985	888	0.9027	0.182732501510161	0.998100164734401
PB.94.159	PB.94.159_ORF_1	1075	+	2	98	976	879	0.8704	0.194633521976222	0.997824164268918
PB.94.160	PB.94.160_ORF_1	1036	+	2	98	937	840	0.9298	0.205701643775367	0.997441836312166
PB.94.164	PB.94.164_ORF_1	866	+	2	98	757	660	0.8246	0.157089188417365	0.964558350465228
PB.94.167	PB.94.167_ORF_1	825	+	2	98	682	585	0.9851	0.175340369380916	0.95815224380487
PB.94.63	PB.94.63_ORF_1	2818	+	2	98	1435	1338	0.9058	0.144530670349248	0.999983059602543
PB.94.64	PB.94.64_ORF_1	2848	+	2	98	1465	1368	0.8098	0.134208284357892	0.999982019677736
PB.94.65	PB.94.65_ORF_1	2686	+	2	98	1342	1245	0.9112	0.156472521728414	0.999956540799817
PB.94.67	PB.94.67_ORF_1	2634	+	1	259	1251	993	0.7746	0.119535250863783	0.998546225772821
PB.94.68	PB.94.68_ORF_1	2677	+	2	98	1294	1197	0.9344	0.153423567387711	0.999930115396205
PB.94.69	PB.94.69_ORF_1	2654	+	2	98	736	639	0.8397	0.134719938801885	0.947205532037273
PB.94.70	PB.94.70_ORF_1	2677	+	2	98	1294	1197	0.9112	0.150284045802453	0.999922841333388
PB.94.73	PB.94.73_ORF_1	2646	+	2	98	952	855	0.9074	0.204649114599005	0.9974314435866
PB.94.74	PB.94.74_ORF_1	2644	+	2	98	1342	1245	0.9112	0.156472521728414	0.999956640763116
PB.94.75	PB.94.75_ORF_1	2595	+	2	98	712	615	0.9495	0.164002904792811	0.959999219462908
PB.94.76	PB.94.76_ORF_1	2554	+	2	98	1171	1074	0.9112	0.120500077316573	0.999636539026433
PB.94.77	PB.94.77_ORF_1	2571	+	2	98	1216	1119	0.8623	0.133900628726088	0.999760027522256
PB.94.78	PB.94.78_ORF_1	2605	+	2	98	1222	1125	0.8541	0.180143955934811	0.999825316382904
PB.94.79	PB.94.79_ORF_1	2542	+	2	98	1159	1062	0.846	0.168106589371138	0.999610405054304
PB.94.81	PB.94.81_ORF_1	2487	+	1	112	1104	993	0.7746	0.119535250863783	0.998557879553393
PB.94.83	PB.94.83_ORF_1	2491	+	2	98	1108	1011	0.9285	0.173470091961657	0.99949938366184
PB.94.84	PB.94.84_ORF_1	2474	+	2	98	1156	1059	0.9005	0.151155060104986	0.999631308870769
PB.94.85	PB.94.85_ORF_1	2489	+	2	98	1342	1245	0.9112	0.156472521728414	0.999957007689406
PB.94.86	PB.94.86_ORF_1	2478	+	2	98	1003	906	0.9617	0.199442364283518	0.998767176877091
PB.94.92	PB.94.92_ORF_1	2390	+	3	282	1007	726	0.881	0.0459243846735462	0.970068558654159
PB.94.96	PB.94.96_ORF_1	2351	+	2	98	841	744	0.964	0.212109589485021	0.99314942893005
PB.94.98	PB.94.98_ORF_1	2306	+	2	98	988	891	0.8704	0.180201694873088	0.99777849057117
PB.94.109	PB.94.109_ORF_1	2088	+	2	98	1474	1377	0.8514	0.158326921585917	0.999988328367189
PB.94.112	PB.94.112_ORF_1	2054	+	2	98	391	294	0.9958	0.27175562829416	0.605846371646759
PB.94.119	PB.94.119_ORF_1	1924	+	1	259	1251	993	0.7746	0.119535250863783	0.998601656401117
PB.94.131	PB.94.131_ORF_1	1823	+	2	98	466	369	1.0032	0.149920427329808	0.638259377851628
PB.94.141	PB.94.141_ORF_1	1587	+	2	98	1219	1122	0.9252	0.17764578796963	0.999864248447484
PB.94.88	PB.94.88_ORF_1	2606	+	2	98	985	888	0.9027	0.189466864409064	0.998024386568644
PB.94.82	PB.94.82_ORF_1	2544	+	2	98	1105	1008	0.9005	0.170644389892702	0.999418334050102
PB.94.90	PB.94.90_ORF_1	2425	+	2	98	1066	969	0.8569	0.162104438115399	0.998906320338383
PB.94.99	PB.94.99_ORF_1	2327	+	2	98	892	795	0.9107	0.199248277827393	0.994966850699486
PB.94.117	PB.94.117_ORF_1	1920	+	2	98	985	888	0.9138	0.181493513779339	0.998077859941849
PB.94.137	PB.94.137_ORF_1	1692	+	3	282	743	462	0.7799	0.154491172656913	0.705463192153208
PB.94.155	PB.94.155_ORF_1	1186	+	2	98	985	888	0.9138	0.181493513779339	0.998153542669786
PB.94.61	PB.94.61_ORF_1	2871	+	2	98	1342	1245	0.9112	0.156472521728414	0.999956097734948
PB.94.72	PB.94.72_ORF_1	2673	+	2	98	1144	1047	0.8672	0.153683015726428	0.999529181486308
PB.94.127	PB.94.127_ORF_1	1857	+	2	98	907	810	0.9233	0.206646469562081	0.996198610795336
PB.94.158	PB.94.158_ORF_1	1123	+	2	98	907	810	0.9233	0.206646469562081	0.996348016710842
PB.94.122	PB.94.122_ORF_1	1899	+	2	98	895	798	0.9233	0.218742433838529	0.995951793917344
PB.94.66	PB.94.66_ORF_1	2733	+	2	98	694	597	0.9487	0.167238150204688	0.951935834695381
PB.94.54	PB.94.54_ORF_1	3438	+	2	98	1342	1245	0.9112	0.156472521728414	0.99995471146714
PB.94.53	PB.94.53_ORF_1	3670	+	2	98	1342	1245	0.9112	0.156472521728414	0.999954131704921
PB.94.123	PB.94.123_ORF_1	1890	+	2	98	277	180	0.7669	0.200221035460496	0.113077748970314
PB.94.71	PB.94.71_ORF_1	2669	+	2	98	1342	1245	0.9112	0.156472521728414	0.999956581288884
PB.94.93	PB.94.93_ORF_1	2383	+	2	98	565	468	0.9567	0.222298883866436	0.872542076248469
PB.94.56	PB.94.56_ORF_1	3227	+	2	98	985	888	0.9138	0.181493513779339	0.997935349703245
PB.94.58	PB.94.58_ORF_1	3202	+	2	98	895	798	0.9233	0.218742433838529	0.995653290016186
PB.94.113	PB.94.113_ORF_1	2039	+	2	98	1186	1089	0.945	0.174870098599382	0.999808795741827
PB.94.148	PB.94.148_ORF_1	1339	+	2	98	385	288	1.0211	0.27801047311841	0.62881410584771
PB.94.51	PB.94.51_ORF_1	4272	+	2	98	1435	1338	0.9058	0.144530670349248	0.99998165376413
PB.94.59	PB.94.59_ORF_1	3164	+	2	98	907	810	0.9233	0.206646469562081	0.995917340245705
PB.94.60	PB.94.60_ORF_1	3002	+	2	98	1342	1245	0.9112	0.156472521728414	0.999955781268213
PB.94.95	PB.94.95_ORF_1	2362	+	2	98	1309	1212	0.8938	0.155265981939276	0.999933941883203
PB.94.153	PB.94.153_ORF_1	1241	+	2	98	994	897	0.9138	0.179459731926399	0.998304314951741
PB.94.91	PB.94.91_ORF_1	2422	+	2	98	1342	1245	0.9112	0.156472521728414	0.999957165333558
PB.94.52	PB.94.52_ORF_1	4274	+	2	98	1342	1245	0.9112	0.156472521728414	0.999952587273382
PB.94.102	PB.94.102_ORF_1	2278	+	2	98	985	888	0.9138	0.181493513779339	0.998039831040099
PB.94.118	PB.94.118_ORF_1	1930	+	2	98	949	852	0.9138	0.198278064600807	0.997403356810002
PB.94.133	PB.94.133_ORF_1	1746	+	2	98	1381	1284	0.8933	0.157467794522323	0.999971791132884
PB.94.55	PB.94.55_ORF_1	3344	+	2	98	1342	1245	0.9112	0.156472521728414	0.999954944279578
PB.94.57	PB.94.57_ORF_1	3229	+	2	98	1342	1245	0.9112	0.156472521728414	0.999955227476271
PB.94.87	PB.94.87_ORF_1	2402	+	2	98	994	897	0.9138	0.179459731926399	0.998193060587842
PB.94.89	PB.94.89_ORF_1	2430	+	2	98	994	897	0.9138	0.179459731926399	0.998190289331157
PB.94.171	PB.94.171_ORF_1	2856	+	1	481	1473	993	0.7746	0.119535250863783	0.99852844770064
PB.94.172	PB.94.172_ORF_1	2136	+	1	97	1341	1245	0.9112	0.156472521728414	0.999957831788325
PB.94.185	PB.94.185_ORF_1	2276	+	3	1068	1376	309	0.9463	0.146379503960265	0.414371810876081
PB.94.181	PB.94.181_ORF_1	2444	+	3	1068	1376	309	0.9463	0.146379503960265	0.412138216380279
PB.94.183	PB.94.183_ORF_1	2299	+	3	96	938	843	0.7693	0.152070351217462	0.993640940918603
PB.94.192	PB.94.192_ORF_1	1498	+	3	96	893	798	0.8529	0.173332082469195	0.99336783073704
PB.94.193	PB.94.193_ORF_1	1483	+	3	96	878	783	0.8529	0.188851954112163	0.992870457840046
PB.94.203	PB.94.203_ORF_1	1081	+	3	96	878	783	0.8467	0.195251329479298	0.993144712126669
PB.94.204	PB.94.204_ORF_1	1049	+	3	96	860	765	0.8462	0.195126989746485	0.991622158894866
PB.94.177	PB.94.177_ORF_1	2627	+	3	96	1244	1149	0.8031	0.138027347932026	0.999794175296451
PB.94.179	PB.94.179_ORF_1	2559	+	1	280	1176	897	0.771	0.110164003690844	0.995472025441291
PB.94.180	PB.94.180_ORF_1	2532	+	3	96	1097	1002	0.9346	0.17254685987587	0.999453624020585
PB.94.182	PB.94.182_ORF_1	2385	+	3	96	1067	972	0.8626	0.145777715303686	0.998857557487856
PB.94.186	PB.94.186_ORF_1	2011	+	3	96	1340	1245	0.9112	0.156472521728414	0.999958119805189
PB.94.188	PB.94.188_ORF_1	1885	+	3	96	1082	987	0.8967	0.16035413354605	0.999234854217676
PB.94.189	PB.94.189_ORF_1	1727	+	3	96	1160	1065	0.9285	0.176359071448801	0.999742113752913
PB.94.190	PB.94.190_ORF_1	1705	+	3	96	1367	1272	0.8778	0.127426852224371	0.999959254011819
PB.94.194	PB.94.194_ORF_1	1478	+	3	96	1112	1017	0.8884	0.17548629411881	0.999497716852485
PB.94.196	PB.94.196_ORF_1	1446	+	3	96	1076	981	0.9225	0.167000958934551	0.999298013759844
PB.94.197	PB.94.197_ORF_1	1369	+	3	96	1178	1083	0.9164	0.183877062812695	0.999794046634764
PB.94.198	PB.94.198_ORF_1	1303	+	3	96	1112	1017	0.9285	0.180412693543272	0.999579466533854
PB.94.200	PB.94.200_ORF_1	1217	+	3	96	1118	1023	0.9033	0.170534619088105	0.999546742454747
PB.94.202	PB.94.202_ORF_1	1116	+	3	96	620	525	0.9837	0.180135627207473	0.921869026054867
PB.94.205	PB.94.205_ORF_1	1012	+	3	96	851	756	0.9346	0.202873722364447	0.99348317225755
PB.94.178	PB.94.178_ORF_1	2627	+	3	96	1340	1245	0.9112	0.156472521728414	0.999956681159056
PB.94.206	PB.94.206_ORF_1	941	+	3	96	587	492	0.9524	0.176770543690189	0.878691554243045
PB.94.199	PB.94.199_ORF_1	1224	+	3	96	431	336	1.0404	0.200725086398203	0.661054000791985
PB.94.191	PB.94.191_ORF_1	1626	+	3	96	770	675	0.8441	0.126920091190133	0.964908472144041
PB.94.201	PB.94.201_ORF_1	1159	+	3	96	878	783	0.9233	0.216692039369133	0.995347747089244
PB.94.176	PB.94.176_ORF_1	2920	+	2	110	667	558	0.8897	0.163540049198296	0.909993730853327
PB.94.184	PB.94.184_ORF_1	2322	+	3	96	926	831	0.9298	0.212257881820556	0.997083603507959
PB.94.174	PB.94.174_ORF_1	3402	+	3	96	1340	1245	0.9112	0.156472521728414	0.999954800771143
PB.94.195	PB.94.195_ORF_1	1478	+	3	96	992	897	0.9138	0.179459731926399	0.998282173805144
PB.94.173	PB.94.173_ORF_1	4711	+	3	96	1340	1245	0.9112	0.156472521728414	0.999951437539955
PB.94.175	PB.94.175_ORF_1	3099	+	3	96	1340	1245	0.9112	0.156472521728414	0.999955545468911
PB.94.187	PB.94.187_ORF_1	1899	+	3	96	947	852	0.9138	0.198278064600807	0.997407755324529
PB.94.212	PB.94.212_ORF_1	578	+	2	95	403	309	0.9463	0.146379503960265	0.437130033906721
PB.94.211	PB.94.211_ORF_1	1108	+	2	95	847	753	0.9354	0.200983217541637	0.993168036731294
PB.94.209	PB.94.209_ORF_1	2170	+	2	95	1339	1245	0.9112	0.156472521728414	0.999957753105671
PB.94.210	PB.94.210_ORF_1	1234	+	2	95	982	888	0.9138	0.181493513779339	0.998148685584206
PB.94.208	PB.94.208_ORF_1	2321	+	2	95	1339	1245	0.9112	0.156472521728414	0.999957401884474
PB.94.207	PB.94.207_ORF_1	2475	+	2	95	1339	1245	0.9112	0.156472521728414	0.999957040677852
PB.94.213	PB.94.213_ORF_1	2178	+	1	94	981	888	0.9138	0.181493513779339	0.998050528589538
PB.94.214	PB.94.214_ORF_1	2413	+	2	92	1030	939	0.9537	0.124109056989688	0.998621329769568
PB.94.215	PB.94.215_ORF_1	1938	+	3	90	899	810	0.9233	0.206646469562081	0.996181754618179
PB.94.220	PB.94.220_ORF_1	1873	+	1	85	1224	1140	0.8807	0.161094429243875	0.999854677538089
PB.94.221	PB.94.221_ORF_1	1706	+	1	85	1368	1284	0.8073	0.141660781249744	0.999958328912124
PB.94.217	PB.94.217_ORF_1	2785	+	3	408	1400	993	0.7746	0.119535250863783	0.998534156966393
PB.94.218	PB.94.218_ORF_1	2738	+	1	85	948	864	0.9045	0.186557587771089	0.997368861620434
PB.94.219	PB.94.219_ORF_1	2276	+	1	85	486	402	0.8648	0.132357175407477	0.581396724764556
PB.94.222	PB.94.222_ORF_1	1422	+	3	78	1142	1065	0.8641	0.151329300705631	0.999631452492596
PB.94.224	PB.94.224_ORF_1	1623	+	1	73	918	846	0.7743	0.143990963073035	0.993881693114806
PB.94.223	PB.94.223_ORF_1	2227	+	1	73	1452	1380	0.8019	0.106398339478815	0.999981514909326
PB.94.225	PB.94.225_ORF_1	1680	+	1	145	891	747	0.8209	0.137234101773672	0.983685456971228
PB.94.226	PB.94.226_ORF_1	2520	+	2	140	1234	1095	0.9112	0.124545827256503	0.99972011007181
PB.94.227	PB.94.227_ORF_1	1595	+	1	139	885	747	0.803	0.142562012352071	0.98328408510177
PB.94.228	PB.94.228_ORF_1	4066	+	3	135	1229	1095	0.9112	0.124545827256503	0.999695356936551
PB.94.229	PB.94.229_ORF_1	830	+	2	116	808	693	0.707	0.100585893333448	0.949150146881729
PB.94.231	PB.94.231_ORF_1	2590	+	2	113	1207	1095	0.9112	0.124545827256503	0.999719034039386
PB.94.230	PB.94.230_ORF_1	2737	+	2	113	1207	1095	0.9112	0.124545827256503	0.999716760890882
PB.94.232	PB.94.232_ORF_2	185	+	1	103	183	81	0.9318	0.243843235265898	0.0961600516179143
PB.94.233	PB.94.233_ORF_1	1584	+	1	40	1134	1095	0.9112	0.124545827256503	0.999734108497983
PB.94.234	PB.94.234_ORF_1	1485	+	2	23	682	660	0.9074	0.165036335333349	0.973493295035079
PB.94.235	PB.94.235_ORF_1	1521	+	1	22	654	633	0.8588	0.175690416008468	0.960704910591913
PB.94.236	PB.94.236_ORF_1	969	+	2	20	766	747	0.8209	0.137234101773672	0.984299448150484
PB.94.237	PB.94.237_ORF_1	800	+	3	12	701	690	0.8578	0.165702252135943	0.978326400766762
PB.94.238	PB.94.238_ORF_1	1638	+	3	96	626	531	0.9111	0.176175789917384	0.903106465690321
PB.94.239	PB.94.239_ORF_1	2597	+	3	222	1214	993	0.7746	0.119535250863783	0.998549167863448
PB.94.240	PB.94.240_ORF_1	2290	+	2	86	907	822	0.9315	0.0647821845842552	0.992205308097608
PB.94.241	PB.94.241_ORF_1	1202	+	1	52	1044	993	0.7746	0.119535250863783	0.998655859886507
PB.94.247	PB.94.247_ORF_1	750	+	2	17	547	531	0.8307	0.146016883201602	0.8606564363497
PB.94.244	PB.94.244_ORF_1	1437	+	2	17	652	636	0.8187	0.133685286039764	0.944883202099294
PB.94.243	PB.94.243_ORF_1	1665	+	2	17	700	684	0.8626	0.116424071364332	0.96809925736329
PB.94.245	PB.94.245_ORF_1	1414	+	2	17	547	531	0.9111	0.176175789917384	0.904175914003867
PB.94.246	PB.94.246_ORF_1	1381	+	2	17	574	558	0.8897	0.163540049198296	0.916670367564632
PB.94.242	PB.94.242_ORF_1	3846	+	2	17	1009	993	0.7746	0.119535250863783	0.99844648716779
PB.94.249	PB.94.249_ORF_1	1524	+	1	16	1008	993	0.7746	0.119535250863783	0.998631950206753
PB.94.248	PB.94.248_ORF_1	2392	+	1	16	1008	993	0.7746	0.119535250863783	0.998565361237742
PB.94.250	PB.94.250_ORF_1	2316	+	1	136	933	798	0.8464	0.134770184212878	0.99105704702942
PB.94.251	PB.94.251_ORF_1	2026	+	2	134	985	852	0.881	0.119815888210224	0.995304642589627
PB.94.252	PB.94.252_ORF_1	2192	+	3	129	809	681	0.9939	0.0537469025218879	0.968400878430462
PB.94.254	PB.94.254_ORF_1	306	+	2	128	304	177	0.7553	0.101960348721333	0.0664433136949942
PB.94.253	PB.94.253_ORF_1	1773	+	2	128	979	852	0.881	0.119815888210224	0.995369028792889
PB.94.255	PB.94.255_ORF_1	1275	+	2	86	640	555	0.8296	0.130923534925963	0.877082913125042
PB.94.256	PB.94.256_ORF_1	2463	+	2	83	934	852	0.881	0.119815888210224	0.995191324679832
PB.94.257	PB.94.257_ORF_1	2055	+	1	82	672	591	0.8424	0.125032534240532	0.911610529932156
PB.94.258	PB.94.258_ORF_1	1077	+	2	68	472	405	0.6968	0.112397568822885	0.432310872126149
PB.94.259	PB.94.259_ORF_1	604	+	3	57	515	459	0.9311	0.180930204858006	0.829373690072662
PB.94.260	PB.94.260_ORF_2	504	+	3	381	503	123	1.0388	0.426667667854545	0.423123288457253
PB.94.262	PB.94.262_ORF_1	2165	+	1	10	810	801	0.7723	0.0618320271846104	0.982904641190291
PB.94.263	PB.94.263_ORF_1	2350	+	1	61	822	762	0.8732	0.113192572939483	0.986139105297102
PB.94.264	PB.94.264_ORF_1	2172	+	1	28	789	762	0.8732	0.113192572939483	0.986271881015335
PB.94.265	PB.94.265_ORF_1	3625	+	3	27	788	762	0.8732	0.113192572939483	0.985150321151899
PB.94.266	PB.94.266_ORF_1	494	+	2	8	277	270	0.6375	0.158470801612753	0.157672402767982
PB.94.268	PB.94.268_ORF_1	1139	+	3	3	425	423	0.6866	0.132397466694442	0.502938938476695
PB.94.267	PB.94.267_ORF_1	2623	+	3	3	317	315	0.8781	0.209854249282077	0.463133107241273
PB.94.269	PB.94.269_ORF_1	3078	+	3	3	749	747	0.9393	0.112515103966564	0.98635628044535
PB.94.271	PB.94.271_ORF_2	359	+	2	236	358	123	1.0388	0.426667667854545	0.425065111022939
PB.94.270	PB.94.270_ORF_1	1687	+	3	105	332	228	1.0011	0.217805208110889	0.354915155848341
PB.94.272	PB.94.272_ORF_1	1145	+	1	97	291	195	1.12	0.304535423479275	0.499797224276245
PB.94.273	PB.94.273_ORF_2	546	+	3	423	545	123	1.0388	0.426667667854545	0.422561270073859
PB.94.274	PB.94.274_ORF_1	2220	+	1	511	837	327	0.9408	0.0687620382320598	0.347185490909411
PB.94.275	PB.94.275_ORF_1	1486	+	2	50	691	642	1.1052	0.123488948971956	0.978788806244216
PB.94.276	PB.94.276_ORF_1	1939	+	1	40	426	387	0.9685	0.133451726604084	0.632576064058215
PB.94.277	PB.94.277_ORF_1	2057	+	1	28	669	642	1.1052	0.123488948971956	0.978128961089921
PB.94.278	PB.94.278_ORF_1	1992	+	1	19	417	399	1.0901	0.16290979513445	0.781181925392438
PB.94.279	PB.94.279_ORF_1	2178	+	3	3	644	642	1.1052	0.123488948971956	0.977986578291612
PB.94.280	PB.94.280_ORF_1	1941	+	1	43	558	516	1.1562	0.0306397904737491	0.881795626472173
PB.94.281	PB.94.281_ORF_1	3428	+	1	265	591	327	0.9408	0.0687620382320598	0.332329016681518
PB.94.282	PB.94.282_ORF_1	2993	+	1	1282	1608	327	0.9408	0.0687620382320598	0.33764236198558
PB.94.283	PB.94.283_ORF_1	1724	+	3	141	341	201	0.744	0.100830384508473	0.0760191783737097
PB.94.285	PB.94.285_ORF_1	1910	+	2	200	526	327	0.9408	0.0687620382320598	0.351047919728247
PB.94.286	PB.94.286_ORF_1	2591	+	2	167	493	327	0.9408	0.0687620382320598	0.342589377322084
PB.94.287	PB.94.287_ORF_1	650	+	1	166	492	327	0.9408	0.0687620382320598	0.366944210923379
PB.94.289	PB.94.289_ORF_1	928	+	3	150	476	327	0.9408	0.0687620382320598	0.363410533837079
PB.94.288	PB.94.288_ORF_1	1074	+	1	313	462	150	0.7269	0.0564249794437254	0.0335350210702904
PB.94.290	PB.94.290_ORF_1	1989	+	3	126	452	327	0.9408	0.0687620382320598	0.350061745403043
PB.94.291	PB.94.291_ORF_1	2781	+	2	125	451	327	0.9408	0.0687620382320598	0.340246891111496
PB.94.292	PB.94.292_ORF_1	1773	+	1	115	390	276	0.9951	0.0342180029008692	0.231485130469224
PB.94.293	PB.94.293_ORF_1	1654	+	2	11	325	315	0.8641	0.0725188472121281	0.273635769558333
PB.94.294	PB.94.294_ORF_1	1637	+	2	32	313	282	0.9592	0.0621468674106715	0.253575350053587
PB.94.295	PB.94.295_ORF_1	965	+	3	27	197	171	0.9803	-0.0391479430163814	0.055904411292961
PB.94.296	PB.94.296_ORF_1	1513	+	3	6	176	171	0.9803	-0.0391479430163814	0.0543395284191405
PB.94.297	PB.94.297_ORF_6	2135	+	1	1306	1377	72	0.9345	0.0125282851599493	0.0209873394043233
PB.94.298	PB.94.298_ORF_1	1388	+	3	627	776	150	0.7269	0.0564249794437254	0.0329814694441639
PB.94.299	PB.94.299_ORF_2	1346	+	1	676	825	150	0.7269	0.0564249794437254	0.0330549969103107
PB.94.300	PB.94.300_ORF_2	1356	+	1	595	744	150	0.7269	0.0564249794437254	0.0330374760239821
PB.94.301	PB.94.301_ORF_2	2001	+	2	560	709	150	0.7269	0.0564249794437254	0.0319261374115793
PB.94.302	PB.94.302_ORF_1	1101	+	3	315	485	171	0.6856	-0.105910655336107	0.0139936848549185
PB.94.303	PB.94.303_ORF_3	966	+	1	541	600	60	0.9311	-0.163545160351808	0.00673979036711802
PB.94.304	PB.94.304_ORF_3	2983	+	2	206	355	150	0.7269	0.0564249794437254	0.030303272085245
PB.94.305	PB.94.305_ORF_2	2487	+	1	175	324	150	0.7269	0.0564249794437254	0.0311127254075209
PB.94.306	PB.94.306_ORF_1	835	+	2	116	265	150	0.7269	0.0564249794437254	0.0339623552732026
PB.94.307	PB.94.307_ORF_1	868	+	2	107	256	150	0.7269	0.0564249794437254	0.0339030398040395
PB.94.308	PB.94.308_ORF_1	934	+	3	18	167	150	0.7269	0.0564249794437254	0.0337847086065218
PB.94.309	PB.94.309_ORF_4	1475	+	2	89	148	60	0.6964	0.418081048790264	0.0910852563604933
PB.94.310	PB.94.310_ORF_6	1629	+	3	12	71	60	0.6964	0.418081048790264	0.0903885965376322
PB.94.311	PB.94.311_ORF_14	2440	+	2	1103	1156	54	0.6612	0.094092197678641	0.0109015538188421
PB.94.312	PB.94.312_ORF_2	877	+	1	700	771	72	0.7702	-0.402270256361295	0.00105082385858147
PB.94.313	PB.94.313_ORF_11	2162	+	1	808	861	54	0.6612	0.094092197678641	0.0110671470467565
PB.94.314	PB.94.314_ORF_6	1394	+	2	488	541	54	0.6612	0.094092197678641	0.011537649237911
PB.94.315	PB.94.315_ORF_2	302	+	1	226	279	54	0.6612	0.094092197678641	0.012240860993079
PB.94.316	PB.94.316_ORF_1	462	+	3	156	209	54	0.6612	0.094092197678641	0.0121352390460509
PB.94.317	PB.94.317_ORF_2	258	+	3	81	152	72	0.7702	-0.402270256361295	0.00108706213420748
PB.94.318	PB.94.318_ORF_3	418	+	2	221	286	66	0.7835	-0.0731561188793393	0.00772080406720225
PB.96.1	PB.96.1_ORF_1	772	+	1	58	489	432	1.3306	0.658488456617597	0.996108307318311
PB.96.3	PB.96.3_ORF_1	634	+	2	29	361	333	1.3284	0.66397633126138	0.988690105173692
PB.96.2	PB.96.2_ORF_1	1080	+	1	142	807	666	1.315	0.641390349195332	0.999660786195663
PB.97.1	PB.97.1_ORF_1	1878	+	3	87	935	849	1.1301	0.304044242467203	0.999330068300935
PB.98.2	PB.98.2_ORF_1	786	+	1	328	468	141	1.0382	0.599878993676893	0.716055544436031
PB.98.3	PB.98.3_ORF_2	1258	+	3	801	941	141	1.0382	0.599878993676893	0.71076425755058
PB.98.4	PB.98.4_ORF_2	1139	+	2	686	826	141	1.0382	0.599878993676893	0.712103793860464
